route,from_a,to_b,change,totaltime,route_min,full_route,stop1,stop2,stop3,stop4,stop5,count,geom,interval_t
Kosice (Kassa) - Hidasnémeti,Kosice,Hidasnémeti,NULL,00:22:00,22,"{Kosice,Hidasnémeti}",NULL,NULL,NULL,NULL,NULL,8,NULL,within 60 min
Kostolany Nad Hornadom - Hidasnémeti,Kostolany Nad Hornadom,Hidasnémeti,1,00:48:00,48,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,2,NULL,within 60 min
Kysak (Sároskõszeg) - Hidasnémeti,Kysak,Hidasnémeti,1,00:44:00,44,"{Kysak,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,within 60 min
Nizna Mysla - Hidasnémeti,Nizna Mysla,Hidasnémeti,1,00:49:00,49,"{""Nizna Mysla"",Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,within 60 min
Ruskov - Hidasnémeti,Ruskov,Hidasnémeti,1,00:59:00,59,"{Ruskov,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,within 60 min
Trebejov - Hidasnémeti,Trebejov,Hidasnémeti,2,00:52:00,52,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Hidasnémeti}",Kysak,Kosice,NULL,NULL,NULL,1,NULL,within 60 min
Bohdanovce - Hernádszurdok,Bohdanovce,Hernádszurdok,2,01:40:00,100,"{Bohdanovce,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 61 to 120 min
Kalsa - Hernádszurdok,Kalsa,Hernádszurdok,2,01:56:00,116,"{Kalsa,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 61 to 120 min
Kosice (Kassa) - Hernádszurdok,Kosice,Hernádszurdok,1,01:05:00,65,"{Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Hidasnémeti,NULL,NULL,NULL,NULL,5,NULL,from 61 to 120 min
Kostolany Nad Hornadom - Hernádszurdok,Kostolany Nad Hornadom,Hernádszurdok,2,01:31:00,91,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Kysak (Sároskõszeg) - Hernádszurdok,Kysak,Hernádszurdok,2,01:37:00,97,"{Kysak,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Mala Lodina - Hernádszurdok,Mala Lodina,Hernádszurdok,2,01:51:00,111,"{""Mala Lodina"",Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Nizna Mysla - Hernádszurdok,Nizna Mysla,Hernádszurdok,2,01:33:00,93,"{""Nizna Mysla"",Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 61 to 120 min
Obisovce - Hernádszurdok,Obisovce,Hernádszurdok,2,01:59:00,119,"{Obisovce,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Ruskov - Hernádszurdok,Ruskov,Hernádszurdok,2,01:43:00,103,"{Ruskov,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 61 to 120 min
Slanec - Hernádszurdok,Slanec,Hernádszurdok,2,01:50:00,110,"{Slanec,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 61 to 120 min
Trebejov - Hernádszurdok,Trebejov,Hernádszurdok,2,01:36:00,96,"{Trebejov,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Velka Lodina - Hernádszurdok,Velka Lodina,Hernádszurdok,2,01:48:00,108,"{""Velka Lodina"",Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Vysna Mysla - Hernádszurdok,Vysna Mysla,Hernádszurdok,2,01:36:00,96,"{""Vysna Mysla"",Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 61 to 120 min
Celovce (Cselej) - Hidasnémeti,Celovce,Hidasnémeti,1,01:18:00,78,"{Celovce,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Cerhov - Hidasnémeti,Cerhov,Hidasnémeti,1,01:32:00,92,"{Cerhov,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,5,NULL,from 61 to 120 min
Kalsa - Hidasnémeti,Kalsa,Hidasnémeti,1,01:10:00,70,"{Kalsa,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Kuzmice - Hidasnémeti,Kuzmice,Hidasnémeti,1,01:16:00,76,"{Kuzmice,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Lastovce - Hidasnémeti,Lastovce,Hidasnémeti,2,01:34:00,94,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Hidasnémeti}",Michalany,Kosice,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Michalany (Alsómihályi) - Hidasnémeti,Michalany,Hidasnémeti,1,01:25:00,85,"{Michalany,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Obisovce - Hidasnémeti,Obisovce,Hidasnémeti,1,01:05:00,65,"{Obisovce,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Slanec - Hidasnémeti,Slanec,Hidasnémeti,1,01:05:00,65,"{Slanec,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Slovenske Nove Mesto (Kisújhely) - Hidasnémeti,Slovenske Nove Mesto,Hidasnémeti,1,01:37:00,97,"{""Slovenske Nove Mesto"",Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,5,NULL,from 61 to 120 min
Stanca - Hidasnémeti,Stanca,Hidasnémeti,2,01:47:00,107,"{Stanca,Michalany,Michalany,Kosice,Kosice,Hidasnémeti}",Michalany,Kosice,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Streda Nad Bodrogom (Bodrogszerdahely) - Hidasnémeti,Streda Nad Bodrogom,Hidasnémeti,1,01:46:00,106,"{""Streda Nad Bodrogom"",Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,6,NULL,from 61 to 120 min
Trebisov - Hidasnémeti,Trebisov,Hidasnémeti,1,01:27:00,87,"{Trebisov,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Velaty - Hidasnémeti,Velaty,Hidasnémeti,2,01:39:00,99,"{Velaty,Michalany,Michalany,Kosice,Kosice,Hidasnémeti}",Michalany,Kosice,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Velka Lodina - Hidasnémeti,Velka Lodina,Hidasnémeti,1,01:02:00,62,"{""Velka Lodina"",Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Kostolany Nad Hornadom - Miskolc-Tiszai,Kostolany Nad Hornadom,Miskolc-Tiszai,1,01:44:00,104,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,2,NULL,from 61 to 120 min
Kysak (Sároskõszeg) - Miskolc-Tiszai,Kysak,Miskolc-Tiszai,1,01:39:00,99,"{Kysak,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Nizna Mysla - Miskolc-Tiszai,Nizna Mysla,Miskolc-Tiszai,1,01:45:00,105,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,2,NULL,from 61 to 120 min
Ruskov - Miskolc-Tiszai,Ruskov,Miskolc-Tiszai,1,01:55:00,115,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,2,NULL,from 61 to 120 min
Bohdanovce - Miskolc-Tiszai,Bohdanovce,Miskolc-Tiszai,1,01:51:00,111,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Trebejov - Miskolc-Tiszai,Trebejov,Miskolc-Tiszai,2,01:47:00,107,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai}",Kysak,Kosice,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Velka Lodina - Miskolc-Tiszai,Velka Lodina,Miskolc-Tiszai,1,01:58:00,118,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Vysna Mysla - Miskolc-Tiszai,Vysna Mysla,Miskolc-Tiszai,1,01:48:00,108,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,2,NULL,from 61 to 120 min
Kosice (Kassa) - Szerencs,Kosice,Szerencs,1,01:53:00,113,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Miskolc-Tiszai,NULL,NULL,NULL,NULL,7,NULL,from 61 to 120 min
Mala Lodina - Hidasnémeti,Mala Lodina,Hidasnémeti,1,01:05:00,65,"{""Mala Lodina"",Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Kysak (Sároskõszeg) - Bodrogkeresztúr,Kysak,Bodrogkeresztúr,3,02:35:00,155,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Mala Lodina - Bodrogkeresztúr,Mala Lodina,Bodrogkeresztúr,3,02:59:00,179,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Bodrogkeresztúr,Nizna Mysla,Bodrogkeresztúr,3,02:41:00,161,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Obisovce - Bodrogkeresztúr,Obisovce,Bodrogkeresztúr,3,02:56:00,176,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Ruskov - Bodrogkeresztúr,Ruskov,Bodrogkeresztúr,3,02:51:00,171,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Slanec - Bodrogkeresztúr,Slanec,Bodrogkeresztúr,3,02:58:00,178,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Somotor - Hidasnémeti,Somotor,Hidasnémeti,1,01:52:00,112,"{Somotor,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 61 to 120 min
Trebejov - Bodrogkeresztúr,Trebejov,Bodrogkeresztúr,4,02:43:00,163,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kysak,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,from 120 to 180 min
Velka Lodina - Bodrogkeresztúr,Velka Lodina,Bodrogkeresztúr,3,02:56:00,176,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Bodrogolaszi,Kosice,Bodrogolaszi,2,02:32:00,152,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Miskolc-Tiszai,Szerencs,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Bodrogolaszi,Kostolany Nad Hornadom,Bodrogolaszi,3,02:58:00,178,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Bodrogolaszi,Kysak,Bodrogolaszi,3,02:54:00,174,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Golop,Kosice,Golop,2,02:39:00,159,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Miskolc-Tiszai,Szerencs,NULL,NULL,NULL,7,NULL,from 120 to 180 min
Celovce (Cselej) - Hernádszurdok,Celovce,Hernádszurdok,2,02:01:00,121,"{Celovce,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Cerhov - Hernádszurdok,Cerhov,Hernádszurdok,2,02:15:00,135,"{Cerhov,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 120 to 180 min
Kuzmice - Hernádszurdok,Kuzmice,Hernádszurdok,2,02:02:00,122,"{Kuzmice,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 120 to 180 min
Ruskov - Mád,Ruskov,Mád,3,03:01:00,181,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Mád}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Bohdanovce - Hidasnémeti,Bohdanovce,Hidasnémeti,1,00:55:00,55,"{Bohdanovce,Kosice,Kosice,Hidasnémeti}",Kosice,NULL,NULL,NULL,NULL,1,NULL,within 60 min
Lastovce - Hernádszurdok,Lastovce,Hernádszurdok,3,02:20:00,140,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Michalany,Kosice,Hidasnémeti,NULL,NULL,3,NULL,from 120 to 180 min
Michalany (Alsómihályi) - Hernádszurdok,Michalany,Hernádszurdok,2,02:09:00,129,"{Michalany,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 120 to 180 min
Slovenske Nove Mesto (Kisújhely) - Hernádszurdok,Slovenske Nove Mesto,Hernádszurdok,2,02:20:00,140,"{""Slovenske Nove Mesto"",Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 120 to 180 min
Somotor - Hernádszurdok,Somotor,Hernádszurdok,2,02:36:00,156,"{Somotor,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 120 to 180 min
Stanca - Hernádszurdok,Stanca,Hernádszurdok,3,02:33:00,153,"{Stanca,Michalany,Michalany,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Michalany,Kosice,Hidasnémeti,NULL,NULL,3,NULL,from 120 to 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Hernádszurdok,Streda Nad Bodrogom,Hernádszurdok,2,02:29:00,149,"{""Streda Nad Bodrogom"",Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,4,NULL,from 120 to 180 min
Trebisov - Hernádszurdok,Trebisov,Hernádszurdok,2,02:10:00,130,"{Trebisov,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Kosice,Hidasnémeti,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Velaty - Hernádszurdok,Velaty,Hernádszurdok,3,02:26:00,146,"{Velaty,Michalany,Michalany,Kosice,Kosice,Hidasnémeti,Hidasnémeti,Hernádszurdok}",Michalany,Kosice,Hidasnémeti,NULL,NULL,3,NULL,from 120 to 180 min
Bohdanovce - Mád,Bohdanovce,Mád,3,02:57:00,177,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Mád}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Mád,Kosice,Mád,2,02:24:00,144,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Mád}",Miskolc-Tiszai,Szerencs,NULL,NULL,NULL,7,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Mád,Kostolany Nad Hornadom,Mád,3,02:50:00,170,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Mád}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,2,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Mád,Kysak,Mád,3,02:46:00,166,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Mád}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Mád,Nizna Mysla,Mád,3,02:51:00,171,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Mád}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Trebejov - Mád,Trebejov,Mád,4,02:54:00,174,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Mád}",Kysak,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,from 120 to 180 min
Vysna Mysla - Mád,Vysna Mysla,Mád,3,02:54:00,174,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Mád}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Celovce (Cselej) - Miskolc-Tiszai,Celovce,Miskolc-Tiszai,1,02:14:00,134,"{Celovce,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Cerhov - Miskolc-Tiszai,Cerhov,Miskolc-Tiszai,1,02:28:00,148,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,6,NULL,from 120 to 180 min
Kalsa - Miskolc-Tiszai,Kalsa,Miskolc-Tiszai,1,02:06:00,126,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kuzmice - Miskolc-Tiszai,Kuzmice,Miskolc-Tiszai,1,02:12:00,132,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Lastovce - Miskolc-Tiszai,Lastovce,Miskolc-Tiszai,2,02:30:00,150,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai}",Michalany,Kosice,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Mala Lodina - Miskolc-Tiszai,Mala Lodina,Miskolc-Tiszai,1,02:01:00,121,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Michalany (Alsómihályi) - Miskolc-Tiszai,Michalany,Miskolc-Tiszai,1,02:21:00,141,"{Michalany,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Slanec - Miskolc-Tiszai,Slanec,Miskolc-Tiszai,1,02:01:00,121,"{Slanec,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Slovenske Nove Mesto (Kisújhely) - Miskolc-Tiszai,Slovenske Nove Mesto,Miskolc-Tiszai,1,02:33:00,153,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,6,NULL,from 120 to 180 min
Somotor - Miskolc-Tiszai,Somotor,Miskolc-Tiszai,1,02:48:00,168,"{Somotor,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Stanca - Miskolc-Tiszai,Stanca,Miskolc-Tiszai,2,02:43:00,163,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai}",Michalany,Kosice,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Miskolc-Tiszai,Streda Nad Bodrogom,Miskolc-Tiszai,1,02:41:00,161,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Trebisov - Miskolc-Tiszai,Trebisov,Miskolc-Tiszai,1,02:23:00,143,"{Trebisov,Kosice,Kosice,Miskolc-Tiszai}",Kosice,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Velaty - Miskolc-Tiszai,Velaty,Miskolc-Tiszai,2,02:35:00,155,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai}",Michalany,Kosice,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Olaszliszka-Tolcsva,Kosice,Olaszliszka-Tolcsva,1,02:15:00,135,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Miskolc-Tiszai,NULL,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Olaszliszka-Tolcsva,Kostolany Nad Hornadom,Olaszliszka-Tolcsva,2,02:41:00,161,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Olaszliszka-Tolcsva,Kysak,Olaszliszka-Tolcsva,1,02:39:00,159,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Mala Lodina - Olaszliszka-Tolcsva,Mala Lodina,Olaszliszka-Tolcsva,2,02:58:00,178,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Nizna Mysla - Olaszliszka-Tolcsva,Nizna Mysla,Olaszliszka-Tolcsva,2,02:42:00,162,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Ruskov - Olaszliszka-Tolcsva,Ruskov,Olaszliszka-Tolcsva,2,02:52:00,172,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Slanec - Olaszliszka-Tolcsva,Slanec,Olaszliszka-Tolcsva,2,02:58:00,178,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Bohdanovce - Olaszliszka-Tolcsva,Bohdanovce,Olaszliszka-Tolcsva,2,02:48:00,168,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Trebejov - Olaszliszka-Tolcsva,Trebejov,Olaszliszka-Tolcsva,2,02:46:00,166,"{Trebejov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Velka Lodina - Olaszliszka-Tolcsva,Velka Lodina,Olaszliszka-Tolcsva,2,02:55:00,175,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Vysna Mysla - Olaszliszka-Tolcsva,Vysna Mysla,Olaszliszka-Tolcsva,2,02:45:00,165,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Olaszliszka-Tolcsva}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Rakamaz,Kostolany Nad Hornadom,Rakamaz,2,02:41:00,161,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Rakamaz,Kysak,Rakamaz,2,02:34:00,154,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Rakamaz,Nizna Mysla,Rakamaz,2,02:40:00,160,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
