Column1,Column2,Column3,Column4
Slovenské Nové Mesto,R,"Arts, entertainment and recreation",1
Čeľovce,R,"Arts, entertainment and recreation",1
Obišovce,R,"Arts, entertainment and recreation",1
Michaľany,R,"Arts, entertainment and recreation",5
Malý Kamenec,R,"Arts, entertainment and recreation",1
Trstené pri Hornáde,R,"Arts, entertainment and recreation",2
Košice-Šaca,R,"Arts, entertainment and recreation",19
Košice-Ťahanovce,R,"Arts, entertainment and recreation",7
Košice-Sídlisko KVP,R,"Arts, entertainment and recreation",99
Ždaňa,R,"Arts, entertainment and recreation",3
Brehov,R,"Arts, entertainment and recreation",3
Hraň,R,"Arts, entertainment and recreation",4
Košice-Džungľa,R,"Arts, entertainment and recreation",2
Svätá Mária,R,"Arts, entertainment and recreation",2
Slivník,R,"Arts, entertainment and recreation",2
Slanská Huta,R,"Arts, entertainment and recreation",1
Košická Polianka,R,"Arts, entertainment and recreation",2
Skároš,R,"Arts, entertainment and recreation",2
Somotor,R,"Arts, entertainment and recreation",3
Košice-Šebastovce,R,"Arts, entertainment and recreation",3
Čerhov,R,"Arts, entertainment and recreation",1
Trebejov,R,"Arts, entertainment and recreation",2
Košice-Pereš,R,"Arts, entertainment and recreation",11
Košice-Vyšné Opátske,R,"Arts, entertainment and recreation",18
Košice-Kavečany,R,"Arts, entertainment and recreation",8
Košice-Myslava,R,"Arts, entertainment and recreation",15
Haniska,R,"Arts, entertainment and recreation",5
Kysak,R,"Arts, entertainment and recreation",7
Bara,R,"Arts, entertainment and recreation",1
Košice-Nad jazerom,R,"Arts, entertainment and recreation",68
Košice-Krásna,R,"Arts, entertainment and recreation",17
Kuzmice,R,"Arts, entertainment and recreation",7
Kechnec,R,"Arts, entertainment and recreation",4
Vyšná Myšľa,R,"Arts, entertainment and recreation",2
Trebišov,R,"Arts, entertainment and recreation",76
Černochov,R,"Arts, entertainment and recreation",1
Malá Tŕňa,R,"Arts, entertainment and recreation",2
Ruskov,R,"Arts, entertainment and recreation",6
Borša,R,"Arts, entertainment and recreation",2
Streda nad Bodrogom,R,"Arts, entertainment and recreation",2
Veľaty,R,"Arts, entertainment and recreation",1
Družstevná pri Hornáde,R,"Arts, entertainment and recreation",24
Zemplínske Hradište,R,"Arts, entertainment and recreation",1
Sokoľ,R,"Arts, entertainment and recreation",2
Kašov,R,"Arts, entertainment and recreation",1
Košice-Staré Mesto,R,"Arts, entertainment and recreation",259
Novosad,R,"Arts, entertainment and recreation",2
Rad,R,"Arts, entertainment and recreation",1
Košice-Sever,R,"Arts, entertainment and recreation",155
Nižný Žipov,R,"Arts, entertainment and recreation",3
Kysta,R,"Arts, entertainment and recreation",3
Blažice,R,"Arts, entertainment and recreation",3
Čaňa,R,"Arts, entertainment and recreation",18
Rákoš,R,"Arts, entertainment and recreation",1
Kokšov-Bakša,R,"Arts, entertainment and recreation",6
Zemplínske Jastrabie,R,"Arts, entertainment and recreation",2
Kostoľany nad Hornádom,R,"Arts, entertainment and recreation",1
Hrčeľ,R,"Arts, entertainment and recreation",2
Zemplínska Teplica,R,"Arts, entertainment and recreation",2
Cejkov,R,"Arts, entertainment and recreation",2
Valaliky,R,"Arts, entertainment and recreation",17
Košice-Barca,R,"Arts, entertainment and recreation",26
Košice-Juh,R,"Arts, entertainment and recreation",223
Plechotice,R,"Arts, entertainment and recreation",2
Veľký Kamenec,R,"Arts, entertainment and recreation",1
Zemplínska Nová Ves,R,"Arts, entertainment and recreation",2
Cejkov,S,Other services activities,9
Ruskov,S,Other services activities,18
Belža,S,Other services activities,3
Zemplínska Nová Ves,S,Other services activities,8
Kostoľany nad Hornádom,S,Other services activities,15
Nižný Čaj,S,Other services activities,2
Gyňov,S,Other services activities,8
Seňa,S,Other services activities,18
Košice-Ťahanovce,S,Other services activities,28
Košice-Myslava,S,Other services activities,41
Košice-Sídlisko KVP,S,Other services activities,289
Košice-Juh,S,Other services activities,532
Valaliky,S,Other services activities,29
Košice-Šaca,S,Other services activities,73
Slivník,S,Other services activities,7
Borša,S,Other services activities,19
Geča,S,Other services activities,16
Klin nad Bodrogom,S,Other services activities,3
Veľká Tŕňa,S,Other services activities,12
Košice-Vyšné Opátske,S,Other services activities,37
Kašov,S,Other services activities,5
Košice-Staré Mesto,S,Other services activities,860
Družstevná pri Hornáde,S,Other services activities,31
Kysak,S,Other services activities,13
Košice-Šebastovce,S,Other services activities,6
Košice-Západ,S,Other services activities,588
Veľaty,S,Other services activities,12
Ždaňa,S,Other services activities,13
Košice-Sever,S,Other services activities,414
Čaňa,S,Other services activities,37
Zemplínska Teplica,S,Other services activities,11
Slovenské Nové Mesto,S,Other services activities,14
Kuzmice,S,Other services activities,19
Brezina,S,Other services activities,11
Košice-Krásna,S,Other services activities,47
Obišovce,S,Other services activities,4
Zemplín,S,Other services activities,7
Kechnec,S,Other services activities,7
Košice-Nad jazerom,S,Other services activities,252
Slančík,S,Other services activities,4
Malá Lodina,S,Other services activities,2
Bara,S,Other services activities,2
Kazimír,S,Other services activities,9
Rad,S,Other services activities,3
Čeľovce,S,Other services activities,7
Kožuchov,S,Other services activities,2
Kalša,S,Other services activities,5
Bočiar,S,Other services activities,3
Blažice,S,Other services activities,4
Trstené pri Hornáde,S,Other services activities,12
Čerhov,S,Other services activities,6
Košice-Barca,S,Other services activities,72
Slanec,S,Other services activities,15
Košice-Kavečany,S,Other services activities,16
Trebišov,S,Other services activities,215
Košice-Džungľa,S,Other services activities,6
Michaľany,S,Other services activities,15
Černochov,S,Other services activities,6
Malý Kamenec,S,Other services activities,8
Hrčeľ,S,Other services activities,2
Veľká Lodina,S,Other services activities,4
Slanská Huta,S,Other services activities,5
Olšovany,S,Other services activities,5
Sokoľany,S,Other services activities,4
Skároš,S,Other services activities,9
Byšta,S,Other services activities,6
Brehov,S,Other services activities,7
Viničky,S,Other services activities,12
Milhosť,S,Other services activities,5
Somotor,S,Other services activities,20
Zemplínske Hradište,S,Other services activities,10
Nižná Hutka,S,Other services activities,4
Vyšná Hutka,S,Other services activities,8
Vyšná Myšľa,S,Other services activities,7
Stanča,S,Other services activities,3
Novosad,S,Other services activities,12
Egreš,S,Other services activities,2
Svätá Mária,S,Other services activities,8
Hraň,S,Other services activities,10
Trebejov,S,Other services activities,3
Lastovce,S,Other services activities,8
Haniska,S,Other services activities,14
Rákoš,S,Other services activities,6
Sady nad Torysou,S,Other services activities,13
Nový Salaš,S,Other services activities,4
Košice-Lorinčík,S,Other services activities,6
Streda nad Bodrogom,S,Other services activities,25
Plechotice,S,Other services activities,5
Nižná Myšľa,S,Other services activities,23
Vyšný Čaj,S,Other services activities,4
Sokoľ,S,Other services activities,18
Košická Polianka,S,Other services activities,13
Slanské Nové Mesto,S,Other services activities,5
Zemplínske Jastrabie,S,Other services activities,7
Nižný Žipov,S,Other services activities,10
Košice-Pereš,S,Other services activities,28
Kokšov-Bakša,S,Other services activities,8
Zemplínsky Branč,S,Other services activities,3
Košice-Luník IX,S,Other services activities,14
Ladmovce,S,Other services activities,4
Veľký Kamenec,S,Other services activities,8
Malá Tŕňa,S,Other services activities,10
Sirník,S,Other services activities,5
Košice-Poľov,S,Other services activities,9
Luhyňa,S,Other services activities,3
Bohdanovce,S,Other services activities,12
Kysta,S,Other services activities,3
Košice-Juh,U,Activities of extraterritorial organisations and bodies,1
