Column1,Column2,Column3,Column4,Column5
Košice-Staré Mesto,A,"Agriculture, forestry and fishing",55,66
Košice-Staré Mesto,B,Mining and quarrying,25,49
Košice-Staré Mesto,C,Manufacturing,1142,1843
Košice-Staré Mesto,D,"Electricity, gas, steam and air conditioning supply",1422,2723
Košice-Staré Mesto,E,Water supply; sewerage; waste managment and remediation activities,21,25
Košice-Staré Mesto,F,Construction,1444,2376
Košice-Staré Mesto,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1964,2720
Košice-Staré Mesto,H,Transporting and storage,858,1496
Košice-Staré Mesto,I,Accommodation and food service activities,1010,1656
Košice-Staré Mesto,J,Information and communication,4893,8428
Košice-Staré Mesto,K,Financial and insurance activities,207,264
Košice-Staré Mesto,L,Real estate activities,379,569
Košice-Staré Mesto,M,"Professional, scientific and technical activities",2111,3239
Košice-Staré Mesto,N,Administrative and support service activities,1112,1793
Košice-Staré Mesto,O,Public administration and defence; compulsory social security,1375,2138
Košice-Staré Mesto,P,Education,2492,4732
Košice-Staré Mesto,Q,Human health and social work activities,1159,1846
Košice-Staré Mesto,R,"Arts, entertainment and recreation",752,1366
Košice-Staré Mesto,S,Other services activities,1288,2261
Košice-Staré Mesto,U,Activities of extraterritorial organisations and bodies,5,9
Košice-Ťahanovce,A,"Agriculture, forestry and fishing",2,2
Košice-Ťahanovce,B,Mining and quarrying,0,0
Košice-Ťahanovce,C,Manufacturing,317,591
Košice-Ťahanovce,E,Water supply; sewerage; waste managment and remediation activities,0,0
Košice-Ťahanovce,F,Construction,44,53
Košice-Ťahanovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,159,242
Košice-Ťahanovce,H,Transporting and storage,33,47
Košice-Ťahanovce,I,Accommodation and food service activities,42,53
Košice-Ťahanovce,J,Information and communication,11,11
Košice-Ťahanovce,K,Financial and insurance activities,22,22
Košice-Ťahanovce,L,Real estate activities,10,14
Košice-Ťahanovce,M,"Professional, scientific and technical activities",22,22
Košice-Ťahanovce,N,Administrative and support service activities,33,43
Košice-Ťahanovce,O,Public administration and defence; compulsory social security,10,19
Košice-Ťahanovce,P,Education,3,3
Košice-Ťahanovce,Q,Human health and social work activities,2,2
Košice-Ťahanovce,R,"Arts, entertainment and recreation",0,0
Košice-Ťahanovce,S,Other services activities,14,15
Košice-Vyšné Opátske,A,"Agriculture, forestry and fishing",9,9
Košice-Vyšné Opátske,C,Manufacturing,63,81
Košice-Vyšné Opátske,D,"Electricity, gas, steam and air conditioning supply",2,2
Košice-Vyšné Opátske,E,Water supply; sewerage; waste managment and remediation activities,1,1
Košice-Vyšné Opátske,F,Construction,128,210
Košice-Vyšné Opátske,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,276,356
Košice-Vyšné Opátske,H,Transporting and storage,76,135
Košice-Vyšné Opátske,I,Accommodation and food service activities,15,24
Košice-Vyšné Opátske,J,Information and communication,26,32
Košice-Vyšné Opátske,K,Financial and insurance activities,16,16
Košice-Vyšné Opátske,L,Real estate activities,156,205
Košice-Vyšné Opátske,M,"Professional, scientific and technical activities",56,59
Košice-Vyšné Opátske,N,Administrative and support service activities,53,76
Košice-Vyšné Opátske,O,Public administration and defence; compulsory social security,10,19
Košice-Vyšné Opátske,P,Education,106,204
Košice-Vyšné Opátske,Q,Human health and social work activities,124,178
Košice-Vyšné Opátske,R,"Arts, entertainment and recreation",14,23
Košice-Vyšné Opátske,S,Other services activities,19,28
Košice-Západ,A,"Agriculture, forestry and fishing",45,49
Košice-Západ,B,Mining and quarrying,0,0
Košice-Západ,C,Manufacturing,604,804
Košice-Západ,D,"Electricity, gas, steam and air conditioning supply",1,1
Košice-Západ,E,Water supply; sewerage; waste managment and remediation activities,35,51
Košice-Západ,F,Construction,567,676
Košice-Západ,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1600,2041
Košice-Západ,H,Transporting and storage,672,1200
Košice-Západ,I,Accommodation and food service activities,415,669
Košice-Západ,J,Information and communication,409,560
Košice-Západ,K,Financial and insurance activities,201,225
Košice-Západ,L,Real estate activities,186,301
Košice-Západ,M,"Professional, scientific and technical activities",800,984
Košice-Západ,N,Administrative and support service activities,457,599
Košice-Západ,O,Public administration and defence; compulsory social security,1200,2297
Košice-Západ,P,Education,889,1523
Košice-Západ,Q,Human health and social work activities,1280,2386
Košice-Západ,R,"Arts, entertainment and recreation",82,97
Košice-Západ,S,Other services activities,285,345
Košická Polianka,A,"Agriculture, forestry and fishing",3,3
Košická Polianka,B,Mining and quarrying,1,1
Košická Polianka,C,Manufacturing,11,11
Košická Polianka,E,Water supply; sewerage; waste managment and remediation activities,0,0
Košická Polianka,F,Construction,16,20
Košická Polianka,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,9,9
Košická Polianka,H,Transporting and storage,10,10
Košická Polianka,I,Accommodation and food service activities,1,1
Košická Polianka,J,Information and communication,2,2
Košická Polianka,K,Financial and insurance activities,2,2
Košická Polianka,L,Real estate activities,1,1
Košická Polianka,M,"Professional, scientific and technical activities",8,8
Košická Polianka,N,Administrative and support service activities,2,2
Košická Polianka,O,Public administration and defence; compulsory social security,5,9
Košická Polianka,P,Education,10,19
Košická Polianka,R,"Arts, entertainment and recreation",1,1
Košická Polianka,S,Other services activities,7,7
Kostoľany nad Hornádom,A,"Agriculture, forestry and fishing",0,0
Kostoľany nad Hornádom,C,Manufacturing,12,12
Kostoľany nad Hornádom,E,Water supply; sewerage; waste managment and remediation activities,0,0
Kostoľany nad Hornádom,F,Construction,23,24
Kostoľany nad Hornádom,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,13,13
Kostoľany nad Hornádom,H,Transporting and storage,11,12
Kostoľany nad Hornádom,I,Accommodation and food service activities,2,2
Kostoľany nad Hornádom,J,Information and communication,6,6
Kostoľany nad Hornádom,K,Financial and insurance activities,1,1
Kostoľany nad Hornádom,L,Real estate activities,1,1
Kostoľany nad Hornádom,M,"Professional, scientific and technical activities",8,8
Kostoľany nad Hornádom,N,Administrative and support service activities,5,5
Kostoľany nad Hornádom,O,Public administration and defence; compulsory social security,20,24
Kostoľany nad Hornádom,P,Education,1,1
Kostoľany nad Hornádom,Q,Human health and social work activities,4,4
Kostoľany nad Hornádom,R,"Arts, entertainment and recreation",0,0
Kostoľany nad Hornádom,S,Other services activities,6,6
Kožuchov,A,"Agriculture, forestry and fishing",9,9
Kožuchov,C,Manufacturing,4,4
Kožuchov,F,Construction,1,1
Kožuchov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1,1
Kožuchov,J,Information and communication,1,1
Kožuchov,N,Administrative and support service activities,2,2
Kožuchov,O,Public administration and defence; compulsory social security,2,2
Kožuchov,S,Other services activities,0,0
Kuzmice,A,"Agriculture, forestry and fishing",15,15
Kuzmice,C,Manufacturing,53,68
Kuzmice,F,Construction,36,36
Kuzmice,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,38,42
Kuzmice,H,Transporting and storage,6,6
Kuzmice,I,Accommodation and food service activities,4,4
Kuzmice,J,Information and communication,3,3
Kuzmice,K,Financial and insurance activities,7,7
Kuzmice,L,Real estate activities,0,0
Kuzmice,M,"Professional, scientific and technical activities",17,18
Kuzmice,N,Administrative and support service activities,4,4
Kuzmice,O,Public administration and defence; compulsory social security,20,38
Kuzmice,P,Education,26,50
Kuzmice,Q,Human health and social work activities,4,4
Kuzmice,R,"Arts, entertainment and recreation",1,1
Kuzmice,S,Other services activities,8,8
Kysak,A,"Agriculture, forestry and fishing",10,10
Kysak,C,Manufacturing,15,15
Kysak,F,Construction,32,41
Kysak,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,26,32
Kysak,H,Transporting and storage,5,5
Kysak,J,Information and communication,2,2
Kysak,K,Financial and insurance activities,4,4
Kysak,L,Real estate activities,5,6
Kysak,M,"Professional, scientific and technical activities",8,8
Kysak,N,Administrative and support service activities,8,8
Kysak,O,Public administration and defence; compulsory social security,10,19
Kysak,P,Education,31,59
Kysak,R,"Arts, entertainment and recreation",0,0
Kysak,S,Other services activities,11,12
Kysta,A,"Agriculture, forestry and fishing",4,4
Kysta,C,Manufacturing,9,13
Kysta,F,Construction,30,54
Kysta,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,14,19
Kysta,H,Transporting and storage,5,5
Kysta,J,Information and communication,1,1
Kysta,K,Financial and insurance activities,1,1
Kysta,L,Real estate activities,0,0
Kysta,M,"Professional, scientific and technical activities",5,5
Kysta,N,Administrative and support service activities,1,1
Kysta,O,Public administration and defence; compulsory social security,3,4
Kysta,Q,Human health and social work activities,1,1
Kysta,R,"Arts, entertainment and recreation",0,0
Kysta,S,Other services activities,1,1
Ladmovce,A,"Agriculture, forestry and fishing",3,3
Ladmovce,B,Mining and quarrying,10,19
Ladmovce,C,Manufacturing,5,9
Ladmovce,F,Construction,11,15
Ladmovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,9,13
Ladmovce,K,Financial and insurance activities,1,1
Ladmovce,M,"Professional, scientific and technical activities",5,9
Ladmovce,O,Public administration and defence; compulsory social security,10,19
Ladmovce,Q,Human health and social work activities,0,0
Ladmovce,S,Other services activities,0,0
Lastovce,A,"Agriculture, forestry and fishing",2,2
Lastovce,C,Manufacturing,24,33
Lastovce,F,Construction,17,17
Lastovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,7,11
Lastovce,H,Transporting and storage,1,1
Lastovce,I,Accommodation and food service activities,2,2
Lastovce,J,Information and communication,2,2
Lastovce,M,"Professional, scientific and technical activities",5,5
Lastovce,N,Administrative and support service activities,3,3
Lastovce,O,Public administration and defence; compulsory social security,25,49
Lastovce,R,"Arts, entertainment and recreation",0,0
Lastovce,S,Other services activities,0,0
Luhyňa,A,"Agriculture, forestry and fishing",2,2
Luhyňa,C,Manufacturing,5,5
Luhyňa,F,Construction,6,6
Luhyňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,9,13
Luhyňa,H,Transporting and storage,2,2
Luhyňa,I,Accommodation and food service activities,5,6
Luhyňa,K,Financial and insurance activities,1,1
Luhyňa,M,"Professional, scientific and technical activities",2,2
Luhyňa,N,Administrative and support service activities,0,0
Luhyňa,O,Public administration and defence; compulsory social security,3,4
Luhyňa,S,Other services activities,0,0
Malá Lodina,A,"Agriculture, forestry and fishing",6,10
Malá Lodina,C,Manufacturing,5,5
Malá Lodina,F,Construction,2,2
Malá Lodina,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3,3
Malá Lodina,H,Transporting and storage,1,1
Malá Lodina,I,Accommodation and food service activities,4,5
Malá Lodina,J,Information and communication,2,2
Malá Lodina,M,"Professional, scientific and technical activities",2,2
Malá Lodina,N,Administrative and support service activities,3,4
Malá Lodina,O,Public administration and defence; compulsory social security,3,4
Malá Lodina,S,Other services activities,0,0
Malá Tŕňa,A,"Agriculture, forestry and fishing",7,8
Malá Tŕňa,C,Manufacturing,43,80
Malá Tŕňa,E,Water supply; sewerage; waste managment and remediation activities,1,1
Malá Tŕňa,F,Construction,2,2
Malá Tŕňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3,3
Malá Tŕňa,I,Accommodation and food service activities,2,2
Malá Tŕňa,J,Information and communication,1,1
Malá Tŕňa,K,Financial and insurance activities,1,1
Malá Tŕňa,L,Real estate activities,0,0
Malá Tŕňa,M,"Professional, scientific and technical activities",2,2
Malá Tŕňa,N,Administrative and support service activities,1,1
Malá Tŕňa,O,Public administration and defence; compulsory social security,5,9
Malá Tŕňa,R,"Arts, entertainment and recreation",0,0
Malá Tŕňa,S,Other services activities,6,10
Malý Kamenec,A,"Agriculture, forestry and fishing",8,8
Malý Kamenec,C,Manufacturing,2,2
Malý Kamenec,F,Construction,4,4
Malý Kamenec,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,5,5
Malý Kamenec,H,Transporting and storage,0,0
Malý Kamenec,I,Accommodation and food service activities,1,1
Malý Kamenec,N,Administrative and support service activities,0,0
Malý Kamenec,O,Public administration and defence; compulsory social security,10,19
Malý Kamenec,R,"Arts, entertainment and recreation",0,0
Malý Kamenec,S,Other services activities,2,2
Michaľany,A,"Agriculture, forestry and fishing",37,61
Michaľany,C,Manufacturing,17,17
Michaľany,F,Construction,28,30
Michaľany,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,26,30
Michaľany,H,Transporting and storage,9,10
Michaľany,I,Accommodation and food service activities,11,13
Michaľany,J,Information and communication,4,4
Michaľany,K,Financial and insurance activities,3,3
Michaľany,L,Real estate activities,1,1
Michaľany,M,"Professional, scientific and technical activities",13,14
Michaľany,N,Administrative and support service activities,1,1
Michaľany,O,Public administration and defence; compulsory social security,20,24
Michaľany,P,Education,27,51
Michaľany,Q,Human health and social work activities,15,24
Michaľany,R,"Arts, entertainment and recreation",2,2
Michaľany,S,Other services activities,4,4
Milhosť,A,"Agriculture, forestry and fishing",2,2
Milhosť,C,Manufacturing,7,8
Milhosť,F,Construction,3,3
Milhosť,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,6,6
Milhosť,I,Accommodation and food service activities,1,1
Milhosť,L,Real estate activities,0,0
Milhosť,M,"Professional, scientific and technical activities",2,2
Milhosť,N,Administrative and support service activities,2,2
Milhosť,O,Public administration and defence; compulsory social security,10,19
Milhosť,S,Other services activities,2,2
Nižná Hutka,A,"Agriculture, forestry and fishing",1,1
Nižná Hutka,C,Manufacturing,12,13
Nižná Hutka,F,Construction,14,18
Nižná Hutka,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,12,13
Nižná Hutka,H,Transporting and storage,5,6
Nižná Hutka,K,Financial and insurance activities,2,2
Nižná Hutka,L,Real estate activities,0,0
Nižná Hutka,M,"Professional, scientific and technical activities",4,5
Nižná Hutka,N,Administrative and support service activities,3,3
Nižná Hutka,O,Public administration and defence; compulsory social security,3,4
Nižná Hutka,Q,Human health and social work activities,12,21
Nižná Hutka,S,Other services activities,2,2
Nižná Hutka,U,Activities of extraterritorial organisations and bodies,0,0
Nižná Myšľa,A,"Agriculture, forestry and fishing",4,4
Nižná Myšľa,C,Manufacturing,37,45
Nižná Myšľa,E,Water supply; sewerage; waste managment and remediation activities,5,9
Nižná Myšľa,F,Construction,32,39
Nižná Myšľa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,25,29
Nižná Myšľa,H,Transporting and storage,6,6
Nižná Myšľa,I,Accommodation and food service activities,15,25
Nižná Myšľa,J,Information and communication,4,5
Nižná Myšľa,K,Financial and insurance activities,3,3
Nižná Myšľa,L,Real estate activities,0,0
Nižná Myšľa,M,"Professional, scientific and technical activities",9,9
Nižná Myšľa,N,Administrative and support service activities,5,5
Nižná Myšľa,O,Public administration and defence; compulsory social security,25,49
Nižná Myšľa,Q,Human health and social work activities,3,4
Nižná Myšľa,R,"Arts, entertainment and recreation",0,0
Nižná Myšľa,S,Other services activities,7,7
Nižný Čaj,A,"Agriculture, forestry and fishing",1,1
Nižný Čaj,C,Manufacturing,3,3
Nižný Čaj,E,Water supply; sewerage; waste managment and remediation activities,1,1
Nižný Čaj,F,Construction,7,8
Nižný Čaj,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3,3
Nižný Čaj,H,Transporting and storage,5,9
Nižný Čaj,M,"Professional, scientific and technical activities",3,3
Nižný Čaj,N,Administrative and support service activities,1,1
Nižný Čaj,O,Public administration and defence; compulsory social security,5,9
Nižný Čaj,S,Other services activities,0,0
Nižný Žipov,A,"Agriculture, forestry and fishing",18,19
Nižný Žipov,C,Manufacturing,53,61
Nižný Žipov,F,Construction,12,12
Nižný Žipov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,14,15
Nižný Žipov,H,Transporting and storage,26,44
Nižný Žipov,I,Accommodation and food service activities,3,3
Nižný Žipov,K,Financial and insurance activities,1,1
Nižný Žipov,L,Real estate activities,0,0
Nižný Žipov,M,"Professional, scientific and technical activities",3,3
Nižný Žipov,N,Administrative and support service activities,3,3
Nižný Žipov,O,Public administration and defence; compulsory social security,20,24
Nižný Žipov,P,Education,26,50
Nižný Žipov,Q,Human health and social work activities,1,1
Nižný Žipov,R,"Arts, entertainment and recreation",0,0
Nižný Žipov,S,Other services activities,2,2
Novosad,A,"Agriculture, forestry and fishing",13,13
Novosad,C,Manufacturing,56,89
Novosad,E,Water supply; sewerage; waste managment and remediation activities,20,24
Novosad,F,Construction,18,22
Novosad,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,16,17
Novosad,H,Transporting and storage,4,4
Novosad,I,Accommodation and food service activities,6,7
Novosad,J,Information and communication,1,1
Novosad,K,Financial and insurance activities,6,6
Novosad,L,Real estate activities,0,0
Novosad,M,"Professional, scientific and technical activities",5,5
Novosad,N,Administrative and support service activities,3,3
Novosad,O,Public administration and defence; compulsory social security,10,19
Novosad,P,Education,26,50
Novosad,Q,Human health and social work activities,34,62
Novosad,R,"Arts, entertainment and recreation",0,0
Novosad,S,Other services activities,4,4
Nový Salaš,A,"Agriculture, forestry and fishing",1,1
Nový Salaš,C,Manufacturing,14,23
Nový Salaš,F,Construction,5,5
Nový Salaš,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1,1
Nový Salaš,H,Transporting and storage,1,1
Nový Salaš,I,Accommodation and food service activities,1,1
Nový Salaš,J,Information and communication,1,1
Nový Salaš,M,"Professional, scientific and technical activities",3,3
Nový Salaš,N,Administrative and support service activities,1,1
Nový Salaš,O,Public administration and defence; compulsory social security,5,9
Nový Salaš,S,Other services activities,0,0
Obišovce,A,"Agriculture, forestry and fishing",5,5
Obišovce,C,Manufacturing,5,5
Obišovce,F,Construction,12,14
Obišovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,17,26
Obišovce,H,Transporting and storage,2,2
Obišovce,I,Accommodation and food service activities,1,1
Obišovce,J,Information and communication,2,2
Obišovce,K,Financial and insurance activities,3,3
Obišovce,M,"Professional, scientific and technical activities",4,4
Obišovce,N,Administrative and support service activities,1,1
Obišovce,O,Public administration and defence; compulsory social security,5,9
Obišovce,R,"Arts, entertainment and recreation",0,0
Obišovce,S,Other services activities,1,1
Olšovany,A,"Agriculture, forestry and fishing",3,3
Olšovany,C,Manufacturing,10,14
Olšovany,F,Construction,14,14
Olšovany,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,11,11
Olšovany,H,Transporting and storage,2,2
Olšovany,I,Accommodation and food service activities,4,5
Olšovany,K,Financial and insurance activities,2,2
Olšovany,L,Real estate activities,1,1
Olšovany,N,Administrative and support service activities,2,2
Olšovany,O,Public administration and defence; compulsory social security,10,19
Olšovany,S,Other services activities,3,3
Plechotice,A,"Agriculture, forestry and fishing",10,10
Plechotice,C,Manufacturing,8,8
Plechotice,F,Construction,47,56
Plechotice,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,21,31
Plechotice,H,Transporting and storage,2,2
Plechotice,I,Accommodation and food service activities,7,11
Plechotice,J,Information and communication,1,1
Plechotice,K,Financial and insurance activities,1,1
Plechotice,L,Real estate activities,0,0
Plechotice,M,"Professional, scientific and technical activities",3,3
Plechotice,N,Administrative and support service activities,1,1
Plechotice,O,Public administration and defence; compulsory social security,5,9
Plechotice,Q,Human health and social work activities,1,1
Plechotice,R,"Arts, entertainment and recreation",0,0
Plechotice,S,Other services activities,3,3
Rad,A,"Agriculture, forestry and fishing",3,3
Rad,C,Manufacturing,5,6
Rad,F,Construction,10,19
Rad,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,4,4
Rad,H,Transporting and storage,1,1
Rad,K,Financial and insurance activities,1,1
Rad,L,Real estate activities,0,0
Rad,M,"Professional, scientific and technical activities",2,2
Rad,O,Public administration and defence; compulsory social security,10,19
Rad,R,"Arts, entertainment and recreation",0,0
Rad,S,Other services activities,2,2
Rákoš,A,"Agriculture, forestry and fishing",5,5
Rákoš,C,Manufacturing,4,4
Rákoš,F,Construction,15,15
Rákoš,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,7,7
Rákoš,H,Transporting and storage,1,1
Rákoš,J,Information and communication,1,1
Rákoš,K,Financial and insurance activities,3,3
Rákoš,M,"Professional, scientific and technical activities",3,3
Rákoš,N,Administrative and support service activities,1,1
Rákoš,O,Public administration and defence; compulsory social security,8,13
Rákoš,R,"Arts, entertainment and recreation",0,0
Rákoš,S,Other services activities,1,1
Ruskov,A,"Agriculture, forestry and fishing",13,17
Ruskov,C,Manufacturing,33,46
Ruskov,F,Construction,38,42
Ruskov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,54
Ruskov,H,Transporting and storage,4,4
Ruskov,J,Information and communication,2,2
Ruskov,K,Financial and insurance activities,4,4
Ruskov,L,Real estate activities,1,1
Ruskov,M,"Professional, scientific and technical activities",18,18
Ruskov,N,Administrative and support service activities,7,7
Ruskov,O,Public administration and defence; compulsory social security,10,19
Ruskov,P,Education,32,45
Ruskov,Q,Human health and social work activities,2,2
Ruskov,R,"Arts, entertainment and recreation",0,0
Ruskov,S,Other services activities,4,4
Sady nad Torysou,A,"Agriculture, forestry and fishing",3,3
Sady nad Torysou,B,Mining and quarrying,1,1
Sady nad Torysou,C,Manufacturing,26,32
Sady nad Torysou,E,Water supply; sewerage; waste managment and remediation activities,3,4
Sady nad Torysou,F,Construction,38,39
Sady nad Torysou,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,49,66
Sady nad Torysou,H,Transporting and storage,8,8
Sady nad Torysou,I,Accommodation and food service activities,13,22
Sady nad Torysou,J,Information and communication,1,1
Sady nad Torysou,K,Financial and insurance activities,9,9
Sady nad Torysou,L,Real estate activities,1,1
Sady nad Torysou,M,"Professional, scientific and technical activities",18,19
Sady nad Torysou,N,Administrative and support service activities,5,5
Sady nad Torysou,O,Public administration and defence; compulsory social security,25,49
Sady nad Torysou,P,Education,1,1
Sady nad Torysou,Q,Human health and social work activities,7,7
Sady nad Torysou,R,"Arts, entertainment and recreation",0,0
Sady nad Torysou,S,Other services activities,13,22
Seňa,A,"Agriculture, forestry and fishing",9,9
Seňa,C,Manufacturing,277,527
Seňa,F,Construction,17,18
Seňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,63,90
Seňa,H,Transporting and storage,6,6
Seňa,I,Accommodation and food service activities,6,6
Seňa,J,Information and communication,5,5
Seňa,K,Financial and insurance activities,7,7
Seňa,L,Real estate activities,0,0
Seňa,M,"Professional, scientific and technical activities",13,15
Seňa,N,Administrative and support service activities,2,2
Seňa,O,Public administration and defence; compulsory social security,25,49
Seňa,P,Education,25,49
Seňa,Q,Human health and social work activities,2,2
Seňa,R,"Arts, entertainment and recreation",1,1
Seňa,S,Other services activities,5,5
Sirník,A,"Agriculture, forestry and fishing",3,3
Sirník,B,Mining and quarrying,1,1
Sirník,C,Manufacturing,11,11
Sirník,F,Construction,6,6
Sirník,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,18,22
Sirník,H,Transporting and storage,2,2
Sirník,I,Accommodation and food service activities,1,1
Sirník,J,Information and communication,1,1
Sirník,M,"Professional, scientific and technical activities",1,1
Sirník,N,Administrative and support service activities,1,1
Sirník,O,Public administration and defence; compulsory social security,25,49
Sirník,P,Education,2,2
Sirník,Q,Human health and social work activities,1,1
Sirník,S,Other services activities,2,2
Skároš,A,"Agriculture, forestry and fishing",7,11
Skároš,C,Manufacturing,15,17
Skároš,F,Construction,6,6
Skároš,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,12,12
Skároš,H,Transporting and storage,2,2
Skároš,I,Accommodation and food service activities,3,3
Skároš,J,Information and communication,3,4
Skároš,K,Financial and insurance activities,4,4
Skároš,L,Real estate activities,0,0
Skároš,M,"Professional, scientific and technical activities",5,6
Skároš,N,Administrative and support service activities,3,3
Skároš,O,Public administration and defence; compulsory social security,25,49
Skároš,Q,Human health and social work activities,1,1
Skároš,R,"Arts, entertainment and recreation",2,2
Skároš,S,Other services activities,3,3
Slančík,C,Manufacturing,5,6
Slančík,F,Construction,4,4
Slančík,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,4,4
Slančík,H,Transporting and storage,1,1
Slančík,I,Accommodation and food service activities,1,1
Slančík,M,"Professional, scientific and technical activities",1,1
Slančík,N,Administrative and support service activities,1,1
Slančík,O,Public administration and defence; compulsory social security,3,4
Slančík,P,Education,0,0
Slančík,S,Other services activities,2,2
Slanec,A,"Agriculture, forestry and fishing",15,24
Slanec,C,Manufacturing,18,18
Slanec,F,Construction,49,62
Slanec,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,48,76
Slanec,H,Transporting and storage,5,5
Slanec,I,Accommodation and food service activities,7,8
Slanec,J,Information and communication,3,3
Slanec,K,Financial and insurance activities,5,5
Slanec,L,Real estate activities,1,1
Slanec,M,"Professional, scientific and technical activities",14,23
Slanec,N,Administrative and support service activities,5,5
Slanec,O,Public administration and defence; compulsory social security,5,9
Slanec,P,Education,50,99
Slanec,Q,Human health and social work activities,5,6
Slanec,S,Other services activities,7,7
Slanská Huta,A,"Agriculture, forestry and fishing",1,1
Slanská Huta,C,Manufacturing,2,2
Slanská Huta,F,Construction,3,3
Slanská Huta,M,"Professional, scientific and technical activities",2,2
Slanská Huta,O,Public administration and defence; compulsory social security,3,4
Slanská Huta,R,"Arts, entertainment and recreation",0,0
Slanská Huta,S,Other services activities,1,1
Slanské Nové Mesto,A,"Agriculture, forestry and fishing",3,3
Slanské Nové Mesto,C,Manufacturing,13,17
Slanské Nové Mesto,F,Construction,10,11
Slanské Nové Mesto,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,10,10
Slanské Nové Mesto,H,Transporting and storage,6,10
Slanské Nové Mesto,K,Financial and insurance activities,2,2
Slanské Nové Mesto,L,Real estate activities,0,0
Slanské Nové Mesto,M,"Professional, scientific and technical activities",12,21
Slanské Nové Mesto,N,Administrative and support service activities,1,1
Slanské Nové Mesto,O,Public administration and defence; compulsory social security,10,19
Slanské Nové Mesto,S,Other services activities,1,1
Slivník,A,"Agriculture, forestry and fishing",6,6
Slivník,C,Manufacturing,19,28
Slivník,F,Construction,31,55
Slivník,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,10,10
Slivník,H,Transporting and storage,1,1
Slivník,I,Accommodation and food service activities,1,1
Slivník,J,Information and communication,1,1
Slivník,K,Financial and insurance activities,2,2
Slivník,M,"Professional, scientific and technical activities",6,7
Slivník,N,Administrative and support service activities,2,2
Slivník,O,Public administration and defence; compulsory social security,10,19
Slivník,R,"Arts, entertainment and recreation",0,0
Slivník,S,Other services activities,3,3
Slovenské Nové Mesto,A,"Agriculture, forestry and fishing",16,16
Slovenské Nové Mesto,C,Manufacturing,28,32
Slovenské Nové Mesto,E,Water supply; sewerage; waste managment and remediation activities,1,1
Slovenské Nové Mesto,F,Construction,8,8
Slovenské Nové Mesto,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,19,23
Slovenské Nové Mesto,H,Transporting and storage,10,11
Slovenské Nové Mesto,I,Accommodation and food service activities,2,2
Slovenské Nové Mesto,J,Information and communication,3,4
Slovenské Nové Mesto,K,Financial and insurance activities,2,2
Slovenské Nové Mesto,L,Real estate activities,1,1
Slovenské Nové Mesto,M,"Professional, scientific and technical activities",6,6
Slovenské Nové Mesto,N,Administrative and support service activities,7,7
Slovenské Nové Mesto,O,Public administration and defence; compulsory social security,25,49
Slovenské Nové Mesto,P,Education,0,0
Slovenské Nové Mesto,Q,Human health and social work activities,31,59
Slovenské Nové Mesto,R,"Arts, entertainment and recreation",0,0
Slovenské Nové Mesto,S,Other services activities,2,2
Sokoľ,A,"Agriculture, forestry and fishing",11,15
Sokoľ,B,Mining and quarrying,1,1
Sokoľ,C,Manufacturing,11,11
Sokoľ,F,Construction,31,36
Sokoľ,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,18,19
Sokoľ,H,Transporting and storage,8,9
Sokoľ,J,Information and communication,6,7
